,code,name,industry,market_cap,roe,growth,turnover,ret_past,ret_future,roe_mean,roe_std,growth_mean,growth_std,turnover_mean,turnover_std,ret_past_mean,ret_past_std
2821,600895.SH,张江高科,房地产,31345476492.0,6.3363,7.8292,57.5676,-10.8763,-1.2352,11.32598083333333,8.175197969389195,120.49879499999997,487.59591993875256,45.511612500000005,43.80370409260536,-3.3206575000000007,10.48370066127593
2919,601155.SH,新城控股,房地产,89411412249.32,41.0482,95.0176,16.75,-12.2481,-2.5959,11.32598083333333,8.175197969389195,120.49879499999997,487.59591993875256,45.511612500000005,43.80370409260536,-3.3206575000000007,10.48370066127593
2977,601588.SH,北辰实业,房地产,12739046214.448,8.5526,52.0775,36.8204,17.5793,-11.2745,11.32598083333333,8.175197969389195,120.49879499999997,487.59591993875256,45.511612500000005,43.80370409260536,-3.3206575000000007,10.48370066127593
3259,603357.SH,设计总院,房地产,6370091244.72,22.0842,51.1601,65.6212,-6.4378,-6.2227,11.32598083333333,8.175197969389195,120.49879499999997,487.59591993875256,45.511612500000005,43.80370409260536,-3.3206575000000007,10.48370066127593
3300,603506.SH,南都物业,房地产,2365793669.72,19.9107,27.2009,111.9321,-8.4996,16.2669,11.32598083333333,8.175197969389195,120.49879499999997,487.59591993875256,45.511612500000005,43.80370409260536,-3.3206575000000007,10.48370066127593
2,000005.SZ,世纪星源,电力及公用事业,3493171578.6,10.5847,583.4177,46.0259,-12.4668,-8.1818,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
18,000027.SZ,深圳能源,电力及公用事业,23905884329.91,3.0416,-15.2265,8.0904,-7.0878,-1.3267,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
25,000035.SZ,中国天楹,电力及公用事业,12510717552.45,6.9173,-1.1547,20.3199,-1.5355,-15.0097,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
27,000037.SZ,深南电A,电力及公用事业,4539795535.3662,0.9782,3202.4641,59.7131,-24.1254,-3.6503,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
30,000040.SZ,东旭蓝天,电力及公用事业,11716566095.6,8.6024,108.6228,76.1387,-13.0243,-14.8477,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
74,000407.SZ,胜利股份,电力及公用事业,3810766560.48,4.6121,48.2359,67.334,-8.2627,-8.0831,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
83,000421.SZ,南京公用,电力及公用事业,2931952302.08,5.6942,-3.3112,25.8784,-4.6555,-7.8125,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
115,000531.SZ,穗恒运A,电力及公用事业,5261436057.6,2.0947,-49.38,81.1042,7.563,-8.724,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
122,000539.SZ,粤电力A,电力及公用事业,22098433733.6568,1.9801,-20.007,11.6388,-7.7079,-6.8132,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
125,000543.SZ,皖能电力,电力及公用事业,9166827407.36,5.5815,706.7144,20.3499,-4.6555,-8.9758,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
126,000544.SZ,中原环保,电力及公用事业,6121018584.64,7.3612,28.465,43.0009,1.1272,-0.7962,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
158,000591.SZ,太阳能,电力及公用事业,11066120757.76,6.9439,5.5216,27.523,-11.1111,-7.0652,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
164,000598.SZ,兴蓉环境,电力及公用事业,14065089615.42,9.8173,10.105,20.6895,1.2903,-3.6225,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
166,000600.SZ,建投能源,电力及公用事业,13920936941.52,3.9935,111.7467,22.1354,-3.1172,-14.5431,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
167,000601.SZ,韶能股份,电力及公用事业,5186648011.2,6.7507,-30.8911,19.0953,3.2258,-9.7917,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
169,000605.SZ,渤海股份,电力及公用事业,3223299604.0,2.9057,-47.4773,38.2076,-21.3425,-12.2538,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
224,000685.SZ,中山公用,电力及公用事业,12700708732.11,5.6476,-35.223,19.0535,-0.5774,-1.626,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
228,000690.SZ,宝新能源,电力及公用事业,15905740271.22,5.3383,348.2804,17.2998,-10.6357,-6.4295,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
231,000695.SZ,滨海能源,电力及公用事业,2501381289.14,10.4068,171.5239,29.5414,4.1628,-21.492,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
242,000711.SZ,京蓝科技,电力及公用事业,6193190286.8,2.3887,-64.6957,80.1509,-16.6667,-6.4463,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
250,000720.SZ,新能泰山,电力及公用事业,7312320954.54,65.1505,291.5759,54.292,2.5316,-7.7601,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
252,000722.SZ,湖南发展,电力及公用事业,3685416759.08,3.3572,-4.9065,69.9409,-10.9865,-7.1593,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
277,000767.SZ,漳泽电力,电力及公用事业,8800054746.34,4.3241,102.4198,16.2692,-2.3891,-5.9441,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
291,000791.SZ,甘肃电投,电力及公用事业,5655838988.8,8.3234,89.4452,29.5151,-8.1572,5.2885,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
315,000826.SZ,启迪环境,电力及公用事业,16079705532.16,4.3255,-45.6597,47.9359,-27.4371,-12.8114,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
338,000875.SZ,吉电股份,电力及公用事业,7082836134.0,1.5585,185.4575,79.1039,7.1429,-8.1818,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
345,000883.SZ,湖北能源,电力及公用事业,26094872438.86,7.0013,-8.1908,6.1806,-4.2959,1.7456,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
356,000899.SZ,赣能股份,电力及公用事业,5463795456.0,4.1313,1045.9117,15.1493,0.0,-4.6137,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
372,000920.SZ,南方汇通,电力及公用事业,3591220000.0,10.3124,-17.7896,49.1651,15.4681,-11.8684,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
396,000958.SZ,东方能源,电力及公用事业,7826139904.6,5.3011,20.1149,149.4713,31.7254,-10.4225,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
403,000966.SZ,长源电力,电力及公用事业,6117728121.6,6.2893,277.1313,84.104,33.6562,-5.0725,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
404,000967.SZ,盈峰环境,电力及公用事业,22710786208.28,9.8743,75.4303,11.1962,3.0129,-9.61,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
461,002034.SZ,旺能环境,电力及公用事业,7252397433.45,8.7986,15.4831,36.2267,-4.6027,-11.1209,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
466,002039.SZ,黔源电力,电力及公用事业,4315283094.06,14.7432,1.3328,15.3489,-1.6017,-2.477,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
674,002267.SZ,陕天然气,电力及公用事业,8996690350.05,7.1952,2.3567,19.6588,-3.9192,-1.2361,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
741,002340.SZ,格林美,电力及公用事业,20090482193.32,8.3945,19.3453,54.0294,-3.9683,-6.606,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
873,002479.SZ,富春环保,电力及公用事业,5006960000.0,3.7995,-57.3354,55.2108,2.3766,-5.3503,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
963,002573.SZ,清新环境,电力及公用事业,9093498361.0,11.812,-15.9449,30.83,-10.0535,-9.5125,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1043,002658.SZ,雪迪龙,电力及公用事业,4972199433.24,8.9278,-15.4696,41.9408,-3.8596,-6.4461,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1057,002672.SZ,东江环保,电力及公用事业,9817870791.95,10.4984,-14.3197,21.1608,-2.6485,-9.3982,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1082,002700.SZ,新疆浩源,电力及公用事业,3780720576.0,7.0539,-6.3069,66.8739,-13.0224,-3.121,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1257,002893.SZ,华通热力,电力及公用事业,2126324200.0,7.0107,-27.2518,87.2786,6.2039,10.0636,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1273,002911.SZ,佛燃股份,电力及公用事业,8934920000.0,14.5473,1.1766,27.29,-5.8979,-3.6092,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1342,300012.SZ,华测检测,电力及公用事业,16525581218.58,10.3701,105.2827,27.0469,13.2955,-8.4243,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1399,300070.SZ,碧水源,电力及公用事业,27913525103.24,6.7487,-47.8447,44.3278,-5.5437,-13.9814,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1466,300137.SZ,先河环保,电力及公用事业,5152154342.5,15.2134,33.9085,57.8231,-13.6657,-14.8663,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1501,300172.SZ,中电环保,电力及公用事业,3054870000.0,9.7167,2.0491,40.0945,-5.3398,-5.9829,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1518,300190.SZ,维尔利,电力及公用事业,4828115335.12,6.4293,71.3328,27.7597,-2.6856,-6.1688,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1531,300203.SZ,聚光科技,电力及公用事业,11521093004.0,18.1135,33.1568,37.9718,-7.4182,-13.0401,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1590,300262.SZ,巴安水务,电力及公用事业,5729514021.45,5.5233,-11.6101,63.0024,6.3433,-9.0058,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1660,300332.SZ,天壕环境,电力及公用事业,4295380191.92,2.4281,-73.8037,75.5386,-14.5359,-1.2295,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1662,300334.SZ,津膜科技,电力及公用事业,2388828381.96,0.7202,127.0653,50.2645,-21.0843,-6.743,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1663,300335.SZ,迪森股份,电力及公用事业,2616629010.45,12.3195,-18.4336,125.2495,-3.0914,-10.2723,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1711,300385.SZ,雪浪环境,电力及公用事业,3051668798.5,3.8628,-49.8852,43.3266,26.4151,-13.0917,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1714,300388.SZ,国祯环保,电力及公用事业,5783433589.5,13.5674,49.5281,33.3882,0.0,-12.0,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1748,300422.SZ,博世科,电力及公用事业,4017294044.31,17.4782,59.728,68.8818,-3.5867,-11.426,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1751,300425.SZ,中建环能,电力及公用事业,3878822474.37,9.0625,47.147,42.2946,3.4296,-9.5986,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1893,300569.SZ,天能重工,电力及公用事业,2748219840.0,5.9602,18.6264,84.3253,-16.8784,-6.4285,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
1985,300664.SZ,鹏鹞环保,电力及公用事业,4948800000.0,6.4121,-23.7181,35.3879,-8.7611,0.097,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
2013,300692.SZ,中环环保,电力及公用事业,2116866150.0,8.3369,18.8528,86.6567,-7.4255,-6.6515,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
2128,600008.SH,首创股份,电力及公用事业,22230102489.37,4.789,16.1606,15.1498,-6.235,-10.5037,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
2131,600011.SH,华能国际,电力及公用事业,94476070142.7014,1.8126,20.7907,8.8554,2.8963,-3.7037,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
2139,600021.SH,上海电力,电力及公用事业,22533783736.17,19.3301,125.9897,10.6635,-4.6512,-3.6005,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
2141,600023.SH,浙能电力,电力及公用事业,64467270543.12,6.6174,-8.7775,4.3484,-2.6694,-1.6878,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
2142,600025.SH,华能水电,电力及公用事业,73620000000.0,13.8695,155.1885,12.2906,-0.2439,-1.2225,8.736117293233079,7.222637264306169,68.52023383458646,305.3493327973694,42.9975842105263,37.71315537297948,-3.2943443609022567,9.579482766137708
