,code,name,industry,market_cap,roe,growth,turnover,ret_past,ret_future,roe_mean,roe_std,growth_mean,growth_std,turnover_mean,turnover_std,ret_past_mean,ret_past_std
2837,600939.SH,重庆建工,建筑,9689430000.0,5.8127,13.6034,80.3271,-6.8063,-7.3034,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
2849,600970.SH,中材国际,建筑,12646701911.31,16.8132,43.1544,65.7138,-5.4616,-9.6286,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
2897,601068.SH,中铝国际,建筑,17321737948.2468,3.1627,-37.5789,271.6339,-13.807,15.2411,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
2911,601117.SH,中国化学,建筑,30633930000.0,6.3145,30.3173,20.3921,-4.0185,-2.2544,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
2928,601186.SH,中国铁建,建筑,141188442803.526,11.2341,17.2539,26.8875,-5.821,-13.2841,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
2940,601226.SH,华电重工,建筑,5613300000.0,1.6122,51.747,29.7758,-13.2143,-9.8765,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
2965,601390.SH,中国中铁,建筑,153509130027.088,9.9078,22.7601,13.6494,-3.1637,-8.6648,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
2986,601611.SH,中国核建,建筑,23336250000.0,9.9184,11.8605,50.8227,-1.3319,-13.1609,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
2989,601618.SH,中国中冶,建筑,64615098893.2,7.6562,12.7946,15.5838,-5.6818,-9.6386,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
2996,601668.SH,中国建筑,建筑,257345158446.76,16.6732,18.6524,14.542,0.1634,-8.4829,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
2997,601669.SH,中国电建,建筑,81696847028.16,9.3309,22.3504,10.4892,-7.4523,-7.8652,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3011,601789.SH,宁波建工,建筑,4870639200.0,8.2544,0.6812,101.0086,7.7754,-14.6293,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3013,601800.SH,中国交建,建筑,173401494266.0,10.4006,-4.8081,9.8953,-1.5188,-11.3636,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3033,601886.SH,江河集团,建筑,10559557500.0,8.3886,24.8593,27.046,1.6667,-16.5042,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3072,603007.SH,花王股份,建筑,3250463810.0,9.7033,-40.3687,41.1313,-13.1267,-6.8206,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3081,603017.SH,中衡设计,建筑,3574571676.72,9.6863,10.2637,32.8337,-15.6494,-0.154,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3082,603018.SH,中设集团,建筑,6134741770.15,17.1558,34.7318,20.8263,-5.3727,-8.1543,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3093,603030.SH,全筑股份,建筑,3929431830.9,15.1934,68.1184,38.3076,-1.084,-9.589,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3124,603081.SH,大丰实业,建筑,5504660000.0,14.1758,0.3177,113.3442,-8.2999,-9.1971,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3133,603098.SH,森特股份,建筑,6009750240.0,12.4465,9.7039,65.0513,-8.4795,-12.0607,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3261,603359.SH,东珠生态,建筑,5668605600.0,12.9981,33.8302,31.8136,-11.05,-4.1034,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3277,603388.SH,元成股份,建筑,2545775100.0,16.128,47.5063,41.7947,-1.6746,-15.8151,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3289,603458.SH,勘设股份,建筑,4413340030.33,16.8559,7.1142,77.0699,1.9819,-2.3149,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3290,603466.SH,风语筑,建筑,5103303480.0,15.6667,26.9622,129.1187,-2.8889,-13.2723,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3365,603637.SH,镇海股份,建筑,3583207714.59,7.2844,20.9852,225.2185,20.8333,-26.5663,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3413,603717.SH,天域生态,建筑,2388946851.2,6.9403,-24.45,82.186,-18.3471,-11.6397,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3463,603828.SH,柯利达,建筑,4592676154.95,5.3746,8.1482,31.5071,6.6206,11.4921,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3468,603843.SH,正平股份,建筑,3440025800.0,5.3793,110.279,149.9057,-17.3077,-13.3721,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3492,603887.SH,城地股份,建筑,2621556000.0,8.9415,8.7188,43.2063,-0.6557,-10.451,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3506,603909.SH,合诚股份,建筑,2429250000.0,10.1879,11.2634,96.751,-13.2821,26.4557,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3518,603929.SH,亚翔集成,建筑,3543909600.0,15.4878,26.0225,100.3727,-12.5789,12.7634,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
3527,603959.SH,百利科技,建筑,7165760000.0,14.5461,39.3149,94.6279,21.2845,-14.4212,10.496185046728973,6.934656027203033,21.029936448598125,72.3958464922297,74.3678710280374,75.81466456851732,-5.361616822429908,8.995430689370107
46,000066.SZ,中国长城,计算机,25691448650.0,15.2863,51.7582,93.4595,-17.2185,11.7714,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
136,000555.SZ,神州信息,计算机,11850204657.9,0.856,-85.1414,51.5213,-6.3214,-6.5041,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
206,000662.SZ,天夏智慧,计算机,6569517381.34,2.6872,-73.7264,69.7612,-15.8263,-4.6589,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
388,000938.SZ,紫光股份,计算机,56938937102.52,6.59,11.9477,65.6269,-10.4841,1.9989,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
389,000948.SZ,南天信息,计算机,3411054819.76,5.0325,351.8945,56.3507,-16.0135,8.4586,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
411,000977.SZ,浪潮信息,计算机,32863037838.79,8.104,53.4691,132.8778,2.1942,-5.5708,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
422,000997.SZ,新大陆,计算机,18731597422.98,11.6097,-10.7968,38.2782,1.3559,-6.6332,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
490,002063.SZ,远光软件,计算机,8230717502.19,9.17,12.5742,78.6884,-7.3614,-9.3911,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
492,002065.SZ,东华软件,计算机,24518846291.25,8.9255,19.9181,27.4447,-11.0734,-9.1487,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
513,002090.SZ,金智科技,计算机,4813130776.96,7.6448,-37.8301,26.5164,-7.156,-0.4652,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
570,002152.SZ,广电运通,计算机,16766597898.96,7.6266,-18.6716,27.1098,-4.6575,-5.0287,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
571,002153.SZ,石基信息,计算机,33244020311.76,6.8357,27.6957,26.6695,-4.6248,7.097,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
610,002195.SZ,二三四五,计算机,24836173354.98,16.1363,43.9388,101.6013,-7.7558,-9.1234,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
641,002230.SZ,科大讯飞,计算机,67609660196.52,6.9102,28.9644,41.5652,-10.9672,-9.9969,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
643,002232.SZ,启明信息,计算机,3574798981.25,6.6246,30.5046,65.6723,-11.2576,18.4,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
664,002253.SZ,川大智胜,计算机,3395672729.75,4.1258,10.8498,47.094,-11.5746,-3.3648,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
675,002268.SZ,卫士通,计算机,23599159188.2,2.7625,-29.7712,29.9275,-6.01,-13.6767,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
712,002308.SZ,威创股份,计算机,4879511510.0,4.5212,-11.2556,67.3366,-12.1311,-4.6642,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
734,002331.SZ,皖通科技,计算机,4442820355.82,6.2739,12.282,26.5803,-8.7986,-7.9777,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
761,002362.SZ,汉王科技,计算机,3494203801.2,1.8954,-66.743,54.0348,-7.5775,-2.236,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
767,002368.SZ,太极股份,计算机,13725400542.36,11.5692,9.9653,67.5476,-11.3132,-2.7141,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
772,002373.SZ,千方科技,计算机,27978297085.5,13.3791,12.815,63.3305,-0.5811,-3.4958,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
775,002376.SZ,新北洋,计算机,9506373100.56,13.1762,18.9849,39.5672,-19.0935,-12.3484,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
779,002380.SZ,科远智慧,计算机,3815867219.1,5.4444,2.6375,76.4558,9.2033,-9.4825,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
782,002383.SZ,合众思壮,计算机,8681092843.6,5.0629,-22.0466,73.2457,-15.6408,3.5193,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
786,002387.SZ,维信诺,计算机,16275190247.4,0.4419,99.0442,27.0642,-9.5745,1.6807,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
800,002401.SZ,中远海科,计算机,3390223200.0,9.9105,11.8284,58.2739,-4.1988,-1.6995,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
804,002405.SZ,四维图新,计算机,30759473367.18,6.9243,77.7577,141.9681,3.5714,-7.6628,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
809,002410.SZ,广联达,计算机,31543454292.0,13.9919,-12.4223,22.1787,-6.0718,4.2457,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
819,002421.SZ,达实智能,计算机,8046133538.67,6.8771,-35.8457,35.7746,-14.1988,-8.0378,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
836,002439.SZ,启明星辰,计算机,23556114260.49,16.9187,26.5232,40.5264,-10.8887,-7.4229,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
869,002474.SZ,榕基软件,计算机,5973120000.0,2.4202,-0.8115,111.1057,-3.6145,-10.3127,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
910,002518.SZ,科士达,计算机,5911820749.1,9.826,-37.6636,38.6237,-17.8305,-7.8818,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
937,002546.SZ,新联电子,计算机,4211947934.8,5.4371,41.4018,35.317,-11.2478,-6.449,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
967,002577.SZ,雷柏科技,计算机,3298380800.0,0.684,-31.728,40.6356,-7.3132,-7.6329,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
997,002609.SZ,捷顺科技,计算机,5225207554.69,4.462,-54.2746,49.061,-0.7362,-3.2138,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1022,002635.SZ,安洁科技,计算机,11095504628.1,7.9802,40.1335,102.7685,0.3989,-13.3775,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1035,002649.SZ,博彦科技,计算机,5113042998.0,9.7704,2.9092,117.1264,3.5106,-5.9129,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1042,002657.SZ,中科金财,计算机,6508478506.08,0.3256,94.9826,129.3187,-0.3618,-9.9066,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1144,002771.SZ,真视通,计算机,2251926148.0,6.3956,-39.2548,48.4071,-15.2584,-2.5825,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1150,002777.SZ,久远银海,计算机,6142445075.2,15.5417,25.2141,31.4921,-1.1111,-14.5787,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1198,002829.SZ,星网宇达,计算机,3254425526.0,2.2672,-48.2044,59.27,-11.9461,1.5294,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1232,002866.SZ,传艺科技,计算机,3055070558.7,10.3415,23.8344,161.7503,-2.0651,12.8626,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1235,002869.SZ,金溢科技,计算机,3239500000.0,2.1312,-81.0808,280.4825,31.516,5.8909,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1268,002906.SZ,华阳集团,计算机,5175714000.0,0.4825,-93.5489,71.5788,-5.0347,1.0055,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1274,002912.SZ,中新赛克,计算机,10339033600.0,16.8313,54.729,62.9464,-19.1116,-12.6135,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1332,300002.SZ,神州泰岳,计算机,8746470248.64,1.5454,-18.767,70.0104,-16.791,-9.1928,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1350,300020.SZ,银江股份,计算机,6033259591.2,0.839,-82.9988,80.6132,-0.325,-11.1957,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1363,300033.SZ,同花顺,计算机,48948480000.0,19.4786,-12.6396,108.9793,-8.8132,-7.2048,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1366,300036.SZ,超图软件,计算机,7080213530.25,8.9608,-17.4147,101.5016,-10.9163,2.3741,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1372,300042.SZ,朗科科技,计算机,2985960000.0,6.9219,14.7843,86.3082,13.5477,0.7383,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1403,300074.SZ,华平股份,计算机,2467647455.0,1.2353,-68.5777,124.3111,-2.7778,-8.1319,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1404,300075.SZ,数字政通,计算机,5650901282.65,5.5645,-38.5383,96.13,-0.6808,-15.3846,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1405,300076.SZ,GQY视讯,计算机,2527040000.0,1.8766,117.9438,118.3343,4.9296,-11.0738,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1407,300078.SZ,思创医惠,计算机,8434322886.96,6.7452,7.4632,55.1922,-4.0441,-10.3448,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1414,300085.SZ,银之杰,计算机,11242650911.85,2.6736,-12.6324,153.099,-9.9604,-15.9019,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1425,300096.SZ,易联众,计算机,4446200000.0,1.998,40.1071,76.1303,-20.339,-3.5783,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1427,300098.SZ,高新兴,计算机,16674461959.05,10.1228,36.6506,70.1896,0.639,-15.7672,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1459,300130.SZ,新国都,计算机,8974919838.9,12.098,244.7807,77.2869,7.869,-13.8978,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1479,300150.SZ,世纪瑞尔,计算机,2913828143.94,4.4694,78.9018,37.8433,-12.1693,-2.732,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1486,300157.SZ,恒泰艾普,计算机,3781321394.67,0.9298,111.3755,101.1006,-1.6667,0.3766,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1495,300166.SZ,东方国信,计算机,15195059751.72,11.0775,20.7324,50.98,-5.3325,-13.7691,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1497,300168.SZ,万达信息,计算机,16436772835.6,7.2667,-30.6237,51.6196,-2.0956,-12.2408,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1499,300170.SZ,汉得信息,计算机,14325582986.46,14.3201,27.3739,84.7749,-4.7226,-13.259,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1506,300177.SZ,中海达,计算机,6078641561.82,5.4292,65.4367,110.2575,0.1471,11.8614,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1511,300182.SZ,捷成股份,计算机,13467045020.61,0.9544,-91.5912,50.4267,-22.0566,-13.7667,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1516,300188.SZ,美亚柏科,计算机,14267248921.55,12.4337,15.1699,77.8622,4.2998,-7.6249,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1519,300191.SZ,潜能恒信,计算机,5836800000.0,2.4814,514.3505,55.0127,5.4335,5.3748,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1537,300209.SZ,天泽信息,计算机,3496600606.26,1.1858,-84.3849,32.8315,-14.9222,-4.4057,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1540,300212.SZ,易华录,计算机,15138642898.0,10.5605,29.4232,55.4647,17.0101,-17.9104,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1557,300229.SZ,拓尔思,计算机,5772042698.8,3.333,-57.7669,87.487,5.5363,-13.1928,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1559,300231.SZ,银信科技,计算机,3492591738.0,10.6281,-8.5281,70.4032,-4.0097,-6.8302,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1573,300245.SZ,天玑科技,计算机,3150247804.65,4.2377,76.6835,45.0404,-7.7982,14.7264,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1576,300248.SZ,新开普,计算机,4070042507.7,6.8549,-19.048,73.4462,-8.5405,-6.6194,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1581,300253.SZ,卫宁健康,计算机,22655940249.76,10.586,33.5563,65.5502,-4.3836,-12.6074,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1599,300271.SZ,华宇软件,计算机,16435519446.84,12.5188,30.3893,29.5817,-4.6544,-9.7197,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1605,300277.SZ,海联讯,计算机,2345000000.0,1.68,27.1857,23.2963,-5.5331,5.2045,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1618,300290.SZ,荣科科技,计算机,3743395369.74,2.5539,36.1174,36.5146,-3.4286,24.8521,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1625,300297.SZ,蓝盾股份,计算机,8720201745.58,9.4448,-4.4123,118.0803,-4.7749,-11.7479,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1628,300300.SZ,汉鼎宇佑,计算机,7801418007.76,5.5493,36.8533,27.3339,-8.3467,-13.4851,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1630,300302.SZ,同有科技,计算机,4411228727.68,2.5495,-60.219,84.9183,-17.7021,11.6856,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1639,300311.SZ,任子行,计算机,5020876795.88,10.7359,-9.1099,120.5355,-17.0045,-10.7191,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1652,300324.SZ,旋极信息,计算机,11804537905.5,0.8471,-86.35,86.3672,-15.6479,-16.6667,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1661,300333.SZ,兆日科技,计算机,3097920000.0,1.4534,-12.8402,133.7535,-10.224,19.5468,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1667,300339.SZ,润和软件,计算机,9931243187.27,7.522,23.8298,76.3088,-3.5576,-5.3729,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
1676,300348.SZ,长亮科技,计算机,7452201852.28,4.8878,-33.6732,114.9969,-6.4946,-3.9915,8.433744767441866,5.203471066444896,57.81296860465116,484.29731419750567,84.70719069767446,59.272106034920704,-5.692917441860464,13.368829720180425
